Date,Close,ADL,OBV,ADX,MACD Line,RSI,Previous Close
2010-06-24,5320.6,57313643.1953,3359909634,20.9535830248,66.3356236044,45.025333781,5323.15
2010-06-25,5269.05,-230301589.158,3194941829,20.7523281898,63.6723286792,45.0739930464,5320.6
2010-06-28,5333.5,254881383.266,3349082243,20.7847907515,66.0009627657,45.9176902942,5269.05
2010-06-29,5256.15,-186074695.718,3190361980,20.2146314041,60.903340846,45.1123795093,5333.5
2010-06-30,5312.5,315167472.435,3374084804,19.264260912,60.7102514699,45.558923604,5256.15
2010-07-01,5251.4,-147144440.819,3232653857,18.3817740264,54.9933589265,45.3507626149,5312.5
2010-07-02,5237.1,-166385611.08,3082674506,17.4475071523,48.7469339963,46.7007077037,5251.4
2010-07-05,5235.9,-50871792.4461,2982053093,16.5799736263,43.2017681579,48.5048780638,5237.1
2010-07-06,5289.05,172164648.602,3097559284,16.4986772979,42.6045978979,48.7925994326,5235.9
2010-07-07,5241.1,-200781394.502,2965169052,16.4231878502,37.8263193448,48.8147603334,5289.05
2010-07-08,5296.85,101189052.229,3092466177,16.7269359489,38.0986756285,49.1781462366,5241.1
2010-07-09,5352.45,340842052.597,3309126824,17.5621747279,42.3130257238,49.5053553542,5296.85
2010-07-12,5383.0,86776944.6575,3498626904,18.881691871,47.5696048914,48.8585913661,5352.45
2010-07-13,5400.65,348302501.696,3724672890,20.1485484867,52.5538250719,47.7291294654,5383.0
2010-07-14,5386.15,-272861021.495,3513637994,21.8540484277,54.7032753086,49.0120759358,5400.65
2010-07-15,5378.75,-18485663.4404,3358519166,23.1422749588,55.1736193686,50.5576901117,5386.15
2010-07-16,5393.9,128074799.907,3501739741,24.3640538505,56.121872794,49.3542917912,5378.75
2010-07-19,5386.45,11266597.4496,3385154950,25.1273814524,55.6309515913,50.8782909508,5393.9
2010-07-20,5368.0,-131786191.413,3263528487,25.6060808812,53.140594506,51.8744402315,5386.45
2010-07-21,5399.35,126674535.043,3386387524,26.0505874937,53.0846655763,51.4111401869,5368.0
2010-07-22,5441.95,268698685.875,3542382617,27.035876349,55.8341103859,51.4611692424,5399.35
2010-07-23,5449.1,-113229276.701,3708308564,28.3449521963,57.9223043796,49.9378772751,5441.95
2010-07-26,5418.6,-197559572.498,3560978190,28.7517927067,56.4652635852,50.3360049402,5449.1
2010-07-27,5430.6,21654119.7874,3716284377,29.0680745716,55.6374761304,49.0672785228,5418.6
2010-07-28,5397.55,-186058816.948,3569345619,28.7190408718,51.7184513604,49.3230291254,5430.6
2010-07-29,5408.9,193067381.878,3731654717,28.2524724973,48.9640056706,48.052292839,5397.55
2010-07-30,5367.6,-112146126.308,3599857297,26.8907163762,42.9534256525,47.9055776876,5408.9
2010-08-02,5431.65,174175186.53,3704088586,26.1654483038,42.8641229563,49.3188774705,5367.6
2010-08-03,5439.55,-51812894.7256,3834816505,25.8871037164,42.9358678151,47.8709644787,5431.65
2010-08-04,5467.85,114685941.368,3955597959,26.0390065102,44.7603058483,47.5174965268,5439.55
2010-08-05,5447.1,-212188615.757,3825959838,26.2730028742,44.024364355,48.3499831923,5467.85
2010-08-06,5439.25,-142418491.036,3709291761,26.1046628825,42.3198640002,49.7986394101,5447.1
2010-08-09,5486.15,216934687.655,3846297037,26.3418430224,44.2434304496,50.415619309,5439.25
2010-08-10,5460.7,-109716219.662,3682078929,26.5620817238,43.2161149922,50.9085873978,5486.15
2010-08-11,5420.6,-253301046.773,3507446269,25.6506662946,38.7199088277,50.6110606261,5460.7
2010-08-12,5416.45,172186053.144,3335406882,23.9183617273,34.424935545,52.2337131031,5420.6
2010-08-13,5452.1,61965452.8,3490320514,23.1364704103,33.5114781306,52.235528815,5416.45
2010-08-16,5418.3,-145475710.143,3300867022,21.9475882123,29.7176278764,52.1681860297,5452.1
2010-08-17,5414.15,-191406424.253,3162584834,20.8436261712,26.0755231714,53.7718624811,5418.3
2010-08-18,5479.15,232776986.003,3316837236,20.7555117255,28.1100252922,55.1917138788,5414.15
2010-08-19,5540.2,290146312.649,3484578073,21.6030439258,34.2537294812,56.258623725,5479.15
2010-08-20,5530.65,11699111.2872,3340505684,22.4179602676,37.9149963295,57.4947117363,5540.2
2010-08-23,5543.5,139045113.382,3459240837,23.2244944005,41.3764973635,56.2852284948,5530.65
2010-08-24,5505.1,-120689139.949,3320093358,23.0388847366,40.5537352466,55.7302496231,5543.5
2010-08-25,5462.35,-200148896.119,3162328934,21.9280846626,36.0367248773,54.9729911979,5505.1
2010-08-26,5477.9,170285975.708,3348707227,20.8966274509,33.3275336876,53.9140181175,5462.35
2010-08-27,5408.7,-192294937.613,3206381404,20.2577687865,25.3049346888,51.7771053003,5477.9
2010-08-30,5415.45,-82360351.0121,3320223963,19.695622234,19.2695075444,50.2839461136,5408.7
2010-08-31,5402.4,203062076.862,3163092594,19.9318864023,13.2802779604,51.3971541775,5415.45
2010-09-01,5471.85,236912713.235,3307321083,18.6645770975,13.9766779651,53.2053334732,5402.4
2010-09-02,5486.15,-102398377.981,3466986702,17.835935289,15.5037504157,52.1005032512,5471.85
2010-09-03,5479.4,-201738181.891,3320177233,17.066482181,15.9850331995,53.5460422757,5486.15
2010-09-06,5576.95,245822650.791,3479115539,17.6137908566,23.9616933917,56.5427094501,5479.4
2010-09-07,5604.0,71518119.7419,3656592532,18.5819065072,32.0959767311,55.9891251406,5576.95
2010-09-08,5607.85,106526452.78,3791925807,19.388549643,38.4103464443,54.3463354512,5604.0
2010-09-09,5640.05,172269342.699,3929986879,20.4223015601,45.4884345867,54.1610612597,5607.85
2010-09-13,5760.0,256294603.985,4082786838,22.5818177542,60.0842067081,57.9994436594,5640.05
2010-09-14,5795.55,-36889732.6987,4271213806,25.0485818917,73.6708140696,57.741438021,5760.0
2010-09-15,5860.95,292017279.081,4458419904,27.5245460287,88.6931263085,58.7374042588,5795.55
2010-09-16,5828.7,-269250807.836,4265953777,30.0061359355,96.8793490604,58.6197216175,5860.95
2010-09-17,5884.95,259600564.27,4477334143,32.3104694203,106.676193077,59.1478261093,5828.7
2010-09-20,5980.45,319895419.293,4670808819,34.9144086272,120.754326543,61.0783322375,5884.95
2010-09-21,6009.05,132834067.511,4871759290,37.5131017899,132.689564797,60.3882625379,5980.45
2010-09-22,5991.0,-6922003.44805,4701608962,39.557928104,139.088517927,61.0884223456,6009.05
2010-09-23,5959.55,-73255595.4839,4566031442,41.1158553819,140.008058052,60.9740939496,5991.0
2010-09-24,6018.3,255058341.471,4742488323,42.6916273332,143.819568475,61.4279478925,5959.55
2010-09-27,6035.65,-123871914.022,4909262217,44.39469093,146.550869703,60.3278289836,6018.3
2010-09-28,6029.5,104432789.518,4738610871,45.3057746816,146.530084509,61.7133236784,6035.65
2010-09-29,5991.3,-273436230.464,4555456428,46.2944368861,141.7966493,61.0988462459,6029.5
2010-09-30,6029.95,245617104.279,4773226661,46.806466249,139.555390499,60.8571982881,5991.3
2010-10-01,6143.4,301735785.463,4952400522,47.9484294856,145.259181979,63.3218178479,6029.95
2010-10-04,6159.45,-228484761.284,5137000945,49.3400353511,149.352930398,62.1656134694,6143.4
2010-10-05,6145.8,-61151847.1579,4991765308,50.0428394206,149.769366858,63.0581827326,6159.45
2010-10-06,6186.45,3669729.81016,5144262969,50.8856943939,151.631595118,62.8290417491,6145.8
2010-10-07,6120.3,-243724855.602,4975382031,50.7883264937,146.085689037,60.5810844554,6186.45
2010-10-08,6103.45,-28709725.5662,4840743318,49.8996167491,138.731652548,61.3492683044,6120.3
2010-10-11,6135.85,-62275971.2469,4956520010,49.3923184883,133.973570159,60.8252601113,6103.45
2010-10-12,6090.9,-53329093.623,4846576144,48.0335923339,125.133209397,59.9365188734,6135.85
2010-10-13,6233.9,272235162.06,4995238669,47.5521916187,128.188385958,63.2913326614,6090.9
2010-10-14,6177.35,-177763262.235,4866752279,47.4076462579,124.610096339,61.9042857716,6233.9
2010-10-15,6062.65,-185750292.503,4755693857,45.6098819501,111.236679304,57.8946910126,6177.35
2010-10-18,6075.95,110360189.652,4894444579,43.1139953565,100.552244894,56.5525126791,6062.65
2010-10-19,6027.3,-176870533.998,4763986102,40.9133361013,87.1544437398,56.0785070707,6075.95
2010-10-20,5982.1,-119764538.636,4658879093,38.3564397215,72.0586805328,55.799159869,6027.3
2010-10-21,6101.5,200254962.631,4781980375,36.7380829016,68.9351189596,58.1337365798,5982.1
2010-10-22,6066.05,-83248347.3555,4672605487,35.3073521507,62.8743788648,58.3095084287,6101.5
2010-10-25,6105.8,-148957692.765,4795723580,34.2685366713,60.5803583823,57.8284671143,6066.05
2010-10-26,6082.0,-153756719.474,4682272020,33.015092596,56.1940991531,58.5193411165,6105.8
2010-10-27,6012.65,-100867515.706,4565561439,30.7171736569,46.5849895532,57.1265531829,6082.0
2010-10-28,5987.7,-283428876.148,4336774807,28.6909417212,36.5352886264,57.8002320223,6012.65
2010-10-29,6017.7,189465221.17,4474652963,27.1690943187,30.6383969203,57.0175655994,5987.7
2010-11-01,6117.55,97121761.7524,4603562488,25.8637146233,33.6344110078,58.5713592073,6017.7
2010-11-02,6119.0,30732596.4302,4725654712,24.7117233283,35.7140868597,56.8117992,6117.55
2010-11-03,6160.5,-51764294.7395,4836979129,24.1059375133,40.2470054379,56.4674966332,6119.0
2010-11-04,6281.8,204072651.866,4962011496,24.4897843855,53.0161346248,58.7729332269,6160.5
2010-11-05,6312.45,-25639641.1469,4989186445,25.2041772182,64.8612797147,57.9767088609,6281.8
2010-11-08,6273.2,-239342872.238,4835260833,25.3258904271,70.2714502054,57.9738464216,6312.45
2010-11-09,6301.55,202000843.146,4975083616,25.131815455,75.9709118464,57.1295343243,6273.2
2010-11-10,6275.7,-166825582.031,4849473766,24.9516029809,77.5084284784,57.7312969484,6301.55
2010-11-11,6194.25,-253256847.639,4680177855,23.5648889525,71.3323129988,55.8264693779,6275.7
2010-11-12,6071.65,-246935961.635,4524977698,22.7690003401,55.9005156846,52.5644416703,6194.25
2010-11-15,6121.6,208755674.821,4649243651,22.1879114915,47.1576485023,52.4867271167,6071.65
2010-11-16,5988.7,-220282861.678,4510052167,22.2418225832,29.1687056897,49.4335226291,6121.6
2010-11-18,5998.8,32891616.6515,4700273479,22.7798429444,15.548095705,47.9522604275,5988.7
2010-11-19,5890.3,-195069008.777,4549529157,23.5811464993,-3.95577901877,46.1716505044,5998.8
2010-11-22,6010.0,202881461.303,4672952287,24.2248778313,-9.64279478001,48.6114693637,5890.3
2010-11-23,5934.75,152443119.838,4514086002,25.3740658794,-19.9913933425,48.0549254855,6010.0
2010-11-24,5865.75,-138558753.827,4388239464,26.3905610845,-33.3757209205,47.7366949227,5934.75
2010-11-25,5799.75,-515797730.316,4016566000,27.682452125,-48.7466244938,47.5342575176,5865.75
2010-11-26,5751.95,-96735352.513,3729364748,29.3898298313,-64.0469434481,47.8926014114,5799.75
2010-11-29,5830.0,217923445.793,3884435776,30.8986640486,-69.0782824272,48.6694685216,5751.95
2010-11-30,5862.7,227986377.646,4102394975,31.4993517752,-69.6244508197,47.9195614351,5830.0
2010-12-01,5960.9,280294234.125,4275749972,30.9233964102,-61.4253013964,49.3293286508,5862.7
2010-12-02,6011.7,107366483.53,4473126703,29.6520635813,-50.2490413567,49.12559007,5960.9
2010-12-03,5992.8,-21906334.2289,4307747402,28.6237348906,-42.427765903,50.3683239096,6011.7
2010-12-06,5992.25,-220749620.067,4162430229,27.121939618,-35.8603533287,52.2007327134,5992.8
2010-12-07,5976.55,58828521.3834,4017019408,26.1488879942,-31.5587012576,53.4758626087,5992.25
2010-12-08,5903.7,-93962435.9116,3894446615,25.8072632369,-33.6402136531,52.6484002534,5976.55
2010-12-09,5766.5,-250326375.779,3724935709,26.4971693886,-45.8323931719,49.8122701559,5903.7
2010-12-10,5857.35,297150388.756,3892423638,27.2719004784,-47.615070723,50.8580311449,5766.5
2010-12-13,5907.65,247615711.267,4030652295,27.3362504161,-44.4565979502,50.5861705076,5857.35
2010-12-14,5944.1,174877579.34,4155949198,26.8796258446,-38.5676908406,49.9012365427,5907.65
2010-12-15,5892.3,-78633880.6069,4029626085,26.6450995017,-37.646550583,50.0725879301,5944.1
2010-12-16,5948.75,255787192.291,4179452766,26.2449039599,-31.9927051091,50.0537528345,5892.3
2010-12-20,5947.05,25442364.2832,4057631276,25.4780100856,-27.3340773994,51.8482059197,5948.75
2010-12-21,6000.65,180470567.662,4184174248,24.4614473598,-19.096872499,51.7413465373,5947.05
2010-12-22,5984.4,-46951452.766,4065350956,23.2939956407,-13.7218900482,53.007731149,6000.65
2010-12-23,5980.0,-45129429.8901,3979890927,22.2099333302,-9.70534379526,54.6827219591,5984.4
2010-12-24,6011.6,210285231.191,4103465556,21.5073762336,-3.92707715667,53.8841958661,5980.0
2010-12-27,5998.1,-142752264.472,4007507238,20.4135864063,-0.432115230874,55.1802169827,6011.6
2010-12-28,5996.0,-7283107.50785,3916785051,19.5193409855,2.14350582532,56.9166487971,5998.1
2010-12-29,6060.35,144594712.303,4009779861,18.4170258377,9.27034844565,57.2135589777,5996.0
2010-12-30,6101.85,308398269.998,4204128127,17.912715766,18.0589533524,56.7645845456,6060.35
2010-12-31,6134.5,94384066.4297,4317883028,17.9454696907,27.3433708242,56.0476097541,6101.85
2011-01-03,6157.6,-64631715.563,4413911667,18.3323243281,36.1486167478,55.0311187591,6134.5
2011-01-04,6146.35,-81801616.549,4232183762,18.2876987774,41.7379277529,56.3517693438,6157.6
2011-01-05,6079.8,-155873061.046,4092569569,17.2506339251,40.3325397769,55.1694323787,6146.35
2011-01-06,6048.25,-136187962.218,3940230591,16.3129512297,36.255013138,55.5921879282,6079.8
2011-01-07,5904.6,-257508636.2,3768421485,16.9555057703,21.187947985,51.4596686865,6048.25
2011-01-10,5762.85,-231219088.845,3611475630,18.601150842,-2.16588306949,48.1987794079,5904.6
2011-01-11,5754.1,-72813456.3767,3450213926,20.3850025839,-21.13636742,49.7450891189,5762.85
2011-01-12,5863.25,325653729.834,3638330921,21.5763964615,-27.0512897344,51.7074954304,5754.1
2011-01-13,5751.9,-262622955.974,3462983382,22.6826907765,-40.2598323897,49.7104104009,5863.25
2011-01-14,5654.55,-295506579.138,3288414940,24.3350779502,-57.9154161392,48.4111305889,5751.9
2011-01-17,5654.75,-44549132.4,3436912048,25.9598418956,-71.0721792914,46.5702727573,5654.55
2011-01-18,5724.05,220616438.992,3577920937,26.9138004592,-75.042040124,47.1932164467,5654.75
2011-01-19,5691.05,-96893775.4501,3431201003,27.5248921206,-79.9296286346,47.9855355063,5724.05
2011-01-20,5711.6,162863533.286,3561697986,28.3060826281,-81.2087406758,46.8780942643,5691.05
2011-01-21,5696.5,5295760.3252,3441707206,29.0314738136,-82.4899966533,48.2219026783,5711.6
2011-01-24,5743.25,122377790.275,3550539363,29.0259961876,-78.8244280165,48.0998807347,5696.5
2011-01-25,5687.4,-224089641.618,3424410696,28.2790485192,-79.5095303279,48.0346032388,5743.25
2011-01-27,5604.3,-345532611.381,3222914022,28.4014790725,-85.7692597074,47.0934172028,5687.4
2011-01-28,5512.15,-111007590.558,3049807019,29.4787884595,-97.0471757712,45.9765830547,5604.3
2011-01-31,5505.9,220453659.025,2871959338,30.7282083511,-105.275774672,47.618337835,5512.15
2011-02-01,5417.2,-266555198.327,2700727275,31.97242096,-117.598742186,46.547370612,5505.9
2011-02-02,5432.0,-194139429.833,2872925503,33.1277612398,-124.732705427,45.2670060607,5417.2
2011-02-03,5526.75,276710464.002,3027154257,33.4727976825,-121.34213298,46.9780756217,5432.0
2011-02-04,5395.75,-268514239.751,2839334715,34.144946743,-127.75302769,44.7983593439,5526.75
2011-02-07,5396.0,-120072894.946,2989781781,34.7690851563,-131.299990466,42.98285603,5395.75
2011-02-08,5312.55,-267036355.026,2834181519,35.8443904281,-139.239633772,42.4075717214,5396.0
2011-02-09,5253.55,-251291813.216,2587655585,37.2784297182,-148.579928283,42.5465331213,5312.55
2011-02-10,5225.8,-105784596.887,2362417595,38.7558508119,-156.418279499,43.555605572,5253.55
2011-02-11,5310.0,366167678.933,2573668179,39.2823772384,-154.060084249,44.899984388,5225.8
2011-02-14,5456.0,307048660.253,2749378517,37.6930898102,-138.81010126,48.1113035885,5310.0
2011-02-15,5481.0,163773306.092,2919838220,35.7187245587,-123.2859254,47.0947899019,5456.0
2011-02-16,5481.7,-11064345.6693,3060355410,33.8853853965,-109.662301288,45.2776473417,5481.0
2011-02-17,5546.45,245328708.917,3204025033,31.6136498247,-92.5735667149,45.7681115921,5481.7
2011-02-18,5458.95,-283608025.472,3023118535,29.7146095977,-85.1100445632,45.0168975703,5546.45
2011-02-21,5518.6,238046653.895,3160752561,27.6159790799,-73.534236103,45.2909105648,5458.95
2011-02-22,5469.2,-74280715.5654,2994481150,25.6672507421,-67.5676142474,45.6770571859,5518.6
2011-02-23,5437.35,-246585156.334,2820896490,23.9333968213,-64.6636499527,46.556475971,5469.2
2011-02-24,5262.7,-402856258.911,2561548813,24.1565058889,-75.5837502895,43.3841990296,5437.35
2011-02-25,5303.55,132694891.394,2755085138,24.439501642,-80.0193417187,43.0005318441,5262.7
2011-02-28,5333.25,-448740735.118,3072330897,23.0329863586,-80.2133880898,42.2521999666,5303.55
2011-03-01,5522.3,364247788.364,3282829166,21.5985134192,-64.370394359,46.7431679487,5333.25
2011-03-03,5536.2,142596683.957,3501633958,20.6168977115,-50.1153947768,45.3426523528,5522.3
2011-03-04,5538.75,-211129035.149,3663640818,20.0430386908,-38.1724133973,43.5983907143,5536.2
2011-03-07,5463.15,86470322.0145,3529059189,18.8846176351,-34.411132676,43.4058306019,5538.75
2011-03-08,5520.8,179439480.657,3656565861,17.6380032451,-26.4732502575,43.5722674124,5463.15
2011-03-09,5531.0,74169736.1386,3806388728,16.7864600775,-19.1387469352,42.1174893802,5520.8
2011-03-10,5494.4,22976258.0502,3670658611,15.899838561,-16.0938939397,42.9462615138,5531.0
2011-03-11,5445.45,-68367961.808,3537216647,15.0450823654,-17.4297624592,43.4101605462,5494.4
2011-03-14,5531.5,307977963.827,3710738403,14.0572460449,-11.4133658587,44.6509544081,5445.45
2011-03-15,5449.65,85520857.0757,3519700805,13.5841373194,-13.0989426998,44.2015127675,5531.5
2011-03-16,5511.15,51427334.4041,3654897553,12.7339768559,-9.36429273016,44.5010507652,5449.65
2011-03-17,5446.65,-188362784.773,3519641855,12.360251445,-11.4768684775,44.5490370602,5511.15
2011-03-18,5373.7,-226570106.489,3390149435,12.6574984515,-18.8206031113,44.3690557661,5446.65
2011-03-21,5364.75,-105363790.845,3282974704,13.0944546891,-25.0737216635,45.9497739717,5373.7
2011-03-22,5413.85,85444290.0,3377912804,13.3036475263,-25.770339086,45.8138558932,5364.75
2011-03-23,5480.25,198695884.029,3489949206,12.7759270814,-20.7255767923,46.2637535382,5413.85
